symbol,window,train_start,test_start,test_end,best_params,train_score,test_trades,test_win_rate,test_expectancy_r,test_profit_factor,test_net_profit,test_max_drawdown,test_sharpe
XAUUSD,8,2024-05-12,2025-05-12,2025-08-12,"{""risk.min_r_cost_multiple"": 2}",0.014076225403249466,104,0.625,-0.023140001088420317,0.9373977557920866,-2882.3393152415956,17806.774507652706,-0.43631665125175606
XAUUSD,9,2024-08-12,2025-08-12,2025-11-12,"{""risk.min_r_cost_multiple"": 8}",0.03575269762378096,79,0.620253164556962,-0.02066172753043967,0.9375401765324642,-1930.1953612887446,15799.689480318688,-0.35454509704986076
XAUUSD,10,2024-11-12,2025-11-12,2026-02-12,"{""risk.min_r_cost_multiple"": 2}",0.0614969261854317,119,0.5966386554621849,0.01271640386295574,1.0192642901810698,985.2112142116821,9045.104492446757,0.2624635882940139
XAUUSD,11,2025-02-12,2026-02-12,2026-05-12,"{""risk.min_r_cost_multiple"": 2}",0.04226643098536851,102,0.6078431372549019,-0.005588873106937247,0.9763111444924127,-994.3790921065374,12918.809017758453,-0.07186696491428267
NAS100,0,2022-05-12,2023-05-12,2023-08-12,"{""risk.min_r_cost_multiple"": 2}",0.0016258415244965443,83,0.5301204819277109,-0.03985766889708502,0.9041700360251104,-3868.6419984522654,10444.644043459673,-0.570145685773216
NAS100,1,2022-08-12,2023-08-12,2023-11-12,"{""risk.min_r_cost_multiple"": 6}",0.0017259712034097005,66,0.5757575757575758,-0.106608297408181,0.7568535164306228,-7042.308204293557,10422.233420125252,-1.860003523281664
NAS100,2,2022-11-12,2023-11-12,2024-02-12,"{""risk.min_r_cost_multiple"": 2}",-0.001048806356559395,87,0.6091954022988506,-0.03986548336399231,0.904770446351781,-3850.298308888494,12233.584696159203,-0.7562382217673239
NAS100,3,2023-02-12,2024-02-12,2024-05-12,"{""risk.min_r_cost_multiple"": 6}",0.036636921633403784,69,0.5797101449275363,-0.05078959992698174,0.8685865741477422,-3715.7163870526856,10799.373550433957,-0.9580293946201863
NAS100,4,2023-05-12,2024-05-12,2024-08-12,"{""risk.min_r_cost_multiple"": 8}",0.013761079421201501,57,0.7368421052631579,0.193898670921202,1.7207419189742188,11396.117395288675,6106.4648441792815,2.645075632164879
NAS100,5,2023-08-12,2024-08-12,2024-11-12,"{""risk.min_r_cost_multiple"": 8}",0.06844968132121486,72,0.6944444444444444,0.13778322818069866,1.3944613587686803,10117.487007976742,6601.180119043915,2.346743929229164
NAS100,6,2023-11-12,2024-11-12,2025-02-12,"{""risk.min_r_cost_multiple"": 8}",0.11244747432739229,68,0.6029411764705882,0.08369873359690339,1.187460759006232,5506.47124990866,9518.228313405925,1.4129793563767485
NAS100,7,2024-02-12,2025-02-12,2025-05-12,"{""risk.min_r_cost_multiple"": 8}",0.09481443019066987,95,0.7157894736842105,0.1745742792370551,1.5555349574807606,17538.78749801946,5635.242931103843,3.1604476082357613
NAS100,8,2024-05-12,2025-05-12,2025-08-12,"{""risk.min_r_cost_multiple"": 8}",0.14896643085661737,69,0.7101449275362319,0.15973821434830918,1.507966366130626,11351.230800635924,4808.6601510015025,2.5997383910137333
NAS100,9,2024-08-12,2025-08-12,2025-11-12,"{""risk.min_r_cost_multiple"": 8}",0.14405953342842437,77,0.6623376623376623,0.05671110416461085,1.1541248395818784,4149.080467593623,5345.179814591698,1.009586426362925
NAS100,10,2024-11-12,2025-11-12,2026-02-12,"{""risk.min_r_cost_multiple"": 8}",0.12660987372929933,81,0.6790123456790124,0.23406143901032672,1.6611940582446407,20341.351054413797,4449.491114974546,4.263064270467759
NAS100,11,2025-02-12,2026-02-12,2026-05-12,"{""risk.min_r_cost_multiple"": 8}",0.1549186191933137,85,0.5882352941176471,0.039976034279971456,1.078401539410517,2933.205913388738,12672.911792089537,0.8085492687784994
US30,0,2022-05-12,2023-05-12,2023-08-12,"{""risk.min_r_cost_multiple"": 4}",0.019490816976768355,66,0.6666666666666666,0.10498447039794834,1.2708673283287566,6871.96016965287,6632.510873622188,1.582368301574109
US30,1,2022-08-12,2023-08-12,2023-11-12,"{""risk.min_r_cost_multiple"": 2}",0.012946527797115307,84,0.6309523809523809,-0.047841406482770965,0.8793301480597637,-4269.774733084705,11798.800140358813,-0.7652705491127882
US30,2,2022-11-12,2023-11-12,2024-02-12,"{""risk.min_r_cost_multiple"": 8}",0.04381936515801714,48,0.625,-0.11969610226805172,0.6840039144483103,-5715.838034443019,7556.491622153902,-2.279442722869737
US30,3,2023-02-12,2024-02-12,2024-05-12,"{""risk.min_r_cost_multiple"": 8}",0.04789270060556688,57,0.6842105263157895,0.10891475223704668,1.3025971399556109,6170.741564899072,7548.256278297282,1.905055892367359
US30,4,2023-05-12,2024-05-12,2024-08-12,"{""risk.min_r_cost_multiple"": 8}",0.06326484718128754,54,0.6481481481481481,0.0017493092729957708,0.9948150602899498,-101.60719853919,6245.36478597438,0.022297082014873716
US30,5,2023-08-12,2024-08-12,2024-11-12,"{""risk.min_r_cost_multiple"": 8}",0.03415233522314846,59,0.559322033898305,-0.09011942741561306,0.7957316197296124,-5406.364630013064,8830.724514963062,-1.7844445216141611
US30,6,2023-11-12,2024-11-12,2025-02-12,"{""risk.min_r_cost_multiple"": 6}",-0.011930167929386603,71,0.647887323943662,0.020541003660531958,1.0478551993768017,1223.08267973068,4099.391799843797,0.41788857116000966
US30,7,2024-02-12,2025-02-12,2025-05-12,"{""risk.min_r_cost_multiple"": 8}",0.018656075677395922,69,0.6376811594202898,0.10183840139503443,1.2416769478594614,6912.5080410980445,9515.41447741176,1.5031324637325498
US30,8,2024-05-12,2025-05-12,2025-08-12,"{""risk.min_r_cost_multiple"": 6}",0.031858090090469006,77,0.6233766233766234,-0.006184736353314643,0.9757751183577704,-783.879096832854,5893.400738809301,0.12970983100610706
US30,9,2024-08-12,2025-08-12,2025-11-12,"{""risk.min_r_cost_multiple"": 8}",0.027080959651368777,68,0.6911764705882353,0.12899338220413986,1.4010780129740277,8873.049935670773,5983.264680652603,2.35342700998431
US30,10,2024-11-12,2025-11-12,2026-02-12,"{""risk.min_r_cost_multiple"": 8}",0.07990767997247965,57,0.5614035087719298,-0.08113728924898532,0.8129913824332076,-4758.871465563585,11332.145931417326,-1.1723924302575104
US30,11,2025-02-12,2026-02-12,2026-05-12,"{""risk.min_r_cost_multiple"": 2}",0.06902749788948798,80,0.55,0.0469013988906134,1.089572876634206,3334.71538195989,8052.981707032726,0.682310383986028
